,Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price ,special requests,date of reservation,booking status,reservation year,total_nights,booking density,avg_price_per_night
1365,INN01366,2,1,0,1,Meal Plan 1,0,Room_Type 5,60,Offline,0,0,0,102.68,1,2018-06-09,Not_Canceled,2018,1,0.016,102.68
1366,INN01367,2,0,0,1,Not Selected,0,Room_Type 1,109,Online,0,0,0,108.0,0,2018-10-11,Canceled,2018,1,0.009,108.0
1367,INN01368,2,1,2,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,90.0,2,2017-08-27,Not_Canceled,2017,5,0.385,18.0
1368,INN01369,2,0,1,3,Not Selected,0,Room_Type 1,109,Online,0,0,0,76.5,1,2018-04-18,Canceled,2018,4,0.036,19.125
1369,INN01370,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65.0,0,2017-10-02,Not_Canceled,2017,3,0.013,21.667
1370,INN01371,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,90.71,0,2018-05-11,Not_Canceled,2018,1,1.0,90.71
1371,INN01372,2,0,0,4,Meal Plan 1,0,Room_Type 4,37,Online,0,0,0,95.4,1,2018-03-01,Canceled,2018,4,0.105,23.85
1372,INN01373,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,88.5,0,2017-10-23,Not_Canceled,2017,4,0.333,22.125
1373,INN01374,1,0,1,3,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,136.06,1,2018-11-07,Canceled,2018,4,0.045,34.015
1374,INN01375,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,52.0,1,2018-01-14,Not_Canceled,2018,3,0.059,17.333
1375,INN01376,2,0,1,2,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,85.0,0,2018-10-03,Not_Canceled,2018,3,0.231,28.333
1376,INN01377,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,2017-09-18,Not_Canceled,2017,2,0.027,50.75
1377,INN01378,2,0,1,3,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,82.45,0,2018-04-18,Not_Canceled,2018,4,0.038,20.612
1378,INN01379,2,0,1,3,Meal Plan 1,0,Room_Type 4,101,Offline,0,0,0,61.5,0,2017-12-31,Not_Canceled,2017,4,0.039,15.375
1379,INN01380,2,0,2,1,Not Selected,0,Room_Type 1,35,Online,0,0,0,98.1,0,2018-05-22,Canceled,2018,3,0.083,32.7
1380,INN01381,2,2,0,3,Meal Plan 1,0,Room_Type 5,94,Online,0,0,0,138.25,0,2018-07-13,Not_Canceled,2018,3,0.032,46.083
1381,INN01382,2,0,0,1,Not Selected,0,Room_Type 1,38,Online,0,0,0,76.23,1,2018-09-02,Not_Canceled,2018,1,0.026,76.23
1382,INN01383,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,Online,0,0,0,78.3,2,2018-11-23,Canceled,2018,3,0.01,26.1
1383,INN01384,2,0,1,3,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,94.5,2,2017-09-14,Not_Canceled,2017,4,0.129,23.625
1384,INN01385,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,1,0,5,66.0,0,2018-02-25,Not_Canceled,2018,1,0.25,66.0
1385,INN01386,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,Online,0,0,0,80.0,0,2018-08-12,Canceled,2018,1,0.005,80.0
1386,INN01387,1,0,1,0,Meal Plan 1,0,Room_Type 1,35,Corporate,0,0,0,89.0,0,2018-05-16,Not_Canceled,2018,1,0.028,89.0
1387,INN01388,2,0,0,3,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,114.67,2,2017-10-07,Not_Canceled,2017,3,0.111,38.223
1388,INN01389,2,0,1,2,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,91.0,0,2018-02-12,Not_Canceled,2018,3,0.158,30.333
1389,INN01390,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,141.0,0,2018-05-10,Canceled,2018,3,0.107,47.0
1390,INN01391,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,130.0,0,2018-06-07,Canceled,2018,3,0.014,43.333
1391,INN01392,2,0,2,2,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,90.95,1,2017-11-08,Not_Canceled,2017,4,0.286,22.738
1392,INN01393,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,112.2,0,2017-10-05,Not_Canceled,2017,2,0.022,56.1
1393,INN01394,2,0,0,3,Meal Plan 1,0,Room_Type 1,125,Offline,0,0,0,68.0,1,2018-12-27,Not_Canceled,2018,3,0.024,22.667
1394,INN01395,2,0,0,1,Not Selected,0,Room_Type 1,3,Offline,0,0,0,75.0,1,2018-07-14,Not_Canceled,2018,1,0.25,75.0
1395,INN01396,0,1,2,4,Meal Plan 1,0,Room_Type 2,109,Online,0,0,0,73.74,1,2018-04-01,Not_Canceled,2018,6,0.055,12.29
1396,INN01397,2,0,1,3,Meal Plan 1,0,Room_Type 1,140,Online,0,0,0,118.8,1,2018-10-03,Not_Canceled,2018,4,0.028,29.7
1397,INN01398,2,0,0,1,Not Selected,0,Room_Type 1,3,Online,0,0,0,67.5,0,2018-01-08,Not_Canceled,2018,1,0.25,67.5
1398,INN01399,2,0,0,3,Not Selected,0,Room_Type 1,98,Online,0,0,0,79.2,2,2018-12-08,Not_Canceled,2018,3,0.03,26.4
1399,INN01400,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Online,0,0,0,124.0,1,2018-06-15,Canceled,2018,2,0.008,62.0
1400,INN01401,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,62.0,0,2018-01-28,Not_Canceled,2018,2,0.143,31.0
1401,INN01402,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,0.0,0,2017-12-10,Not_Canceled,2017,2,0.286,0.0
1402,INN01403,2,0,2,1,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,118.8,2,2018-07-16,Not_Canceled,2018,3,0.033,39.6
1404,INN01405,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,Corporate,1,0,2,110.0,1,2018-09-28,Not_Canceled,2018,1,1.0,110.0
1405,INN01406,2,0,0,1,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,149.4,0,2018-08-10,Canceled,2018,1,0.029,149.4
1406,INN01407,2,0,2,2,Meal Plan 1,0,Room_Type 1,87,Offline,0,0,0,75.0,0,2018-12-18,Not_Canceled,2018,4,0.045,18.75
1407,INN01408,2,0,2,5,Meal Plan 1,0,Room_Type 4,173,Offline,0,0,0,52.0,0,2018-01-27,Not_Canceled,2018,7,0.04,7.429
1408,INN01409,3,0,0,2,Meal Plan 1,0,Room_Type 4,167,Online,0,0,0,137.7,0,2018-07-29,Canceled,2018,2,0.012,68.85
1409,INN01410,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,Online,0,0,0,108.0,0,2017-09-04,Canceled,2017,1,0.005,108.0
1410,INN01411,2,0,1,5,Meal Plan 1,0,Room_Type 4,126,Online,0,0,0,111.35,1,2018-05-09,Not_Canceled,2018,6,0.047,18.558
1411,INN01412,2,1,1,2,Meal Plan 2,0,Room_Type 1,33,Online,0,0,0,127.05,0,2018-08-15,Canceled,2018,3,0.088,42.35
1412,INN01413,2,0,0,3,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,80.3,1,2018-02-25,Not_Canceled,2018,3,0.065,26.767
1413,INN01414,3,0,0,4,Meal Plan 1,0,Room_Type 4,103,Online,0,0,0,168.3,1,2018-09-13,Canceled,2018,4,0.038,42.075
1414,INN01415,2,0,1,4,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,96.9,2,2018-12-07,Not_Canceled,2018,5,0.192,19.38
1415,INN01416,2,0,2,1,Meal Plan 1,0,Room_Type 4,68,Offline,0,0,0,60.0,0,2017-11-28,Not_Canceled,2017,3,0.043,20.0
1416,INN01417,1,0,2,1,Not Selected,0,Room_Type 1,24,Online,0,0,0,88.0,2,2018-12-04,Not_Canceled,2018,3,0.12,29.333
1417,INN01418,2,0,1,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,122.33,0,2018-04-29,Canceled,2018,3,0.25,40.777
1418,INN01419,3,0,0,1,Meal Plan 1,0,Room_Type 4,116,Online,0,0,0,137.7,1,2018-07-28,Not_Canceled,2018,1,0.009,137.7
1419,INN01420,2,0,2,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,72.07,1,2018-02-07,Not_Canceled,2018,4,1.0,18.018
1420,INN01421,2,0,0,4,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,84.58,1,2018-04-05,Not_Canceled,2018,4,0.038,21.145
1421,INN01422,2,0,1,2,Not Selected,0,Room_Type 1,13,Online,0,0,0,140.0,2,2018-10-17,Not_Canceled,2018,3,0.214,46.667
1422,INN01423,2,2,0,1,Meal Plan 2,0,Room_Type 6,44,Online,0,0,0,259.2,1,2018-08-10,Not_Canceled,2018,1,0.022,259.2
1423,INN01424,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,85.5,0,2018-07-03,Not_Canceled,2018,3,0.055,28.5
1424,INN01425,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,111.0,0,2018-04-19,Not_Canceled,2018,1,1.0,111.0
1425,INN01426,1,0,0,2,Meal Plan 2,0,Room_Type 1,5,Online,0,0,0,1.0,0,2018-03-08,Not_Canceled,2018,2,0.333,0.5
1426,INN01427,2,0,2,2,Meal Plan 1,0,Room_Type 1,153,Online,0,0,0,108.45,1,2018-07-23,Canceled,2018,4,0.026,27.112
1427,INN01428,2,0,2,2,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,120.38,1,2018-09-03,Not_Canceled,2018,4,0.07,30.095
1428,INN01429,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,85.5,0,2018-04-19,Canceled,2018,1,0.017,85.5
1429,INN01430,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100.0,0,2017-10-15,Not_Canceled,2017,2,0.133,50.0
1430,INN01431,1,0,2,0,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,84.7,0,2018-09-11,Not_Canceled,2018,2,0.083,42.35
1431,INN01432,3,0,2,2,Meal Plan 1,0,Room_Type 1,75,Online,0,0,0,115.85,2,2018-05-22,Not_Canceled,2018,4,0.053,28.962
1432,INN01433,2,0,0,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,81.0,2,2017-08-28,Not_Canceled,2017,2,0.167,40.5
1433,INN01434,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,117.0,1,2018-09-25,Not_Canceled,2018,3,0.086,39.0
1434,INN01435,2,0,2,3,Not Selected,0,Room_Type 1,19,Online,0,0,0,55.32,0,2018-02-11,Not_Canceled,2018,5,0.25,11.064
1435,INN01436,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,65.0,0,2018-12-27,Not_Canceled,2018,1,0.024,65.0
1436,INN01437,3,0,2,2,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,82.0,1,2017-12-18,Not_Canceled,2017,4,0.222,20.5
1437,INN01438,3,0,1,1,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,182.0,0,2018-03-26,Canceled,2018,2,0.133,91.0
1438,INN01439,2,0,2,2,Not Selected,0,Room_Type 1,12,Online,0,0,0,131.5,3,2018-08-14,Not_Canceled,2018,4,0.308,32.875
1439,INN01440,2,0,2,2,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,81.0,0,2018-10-16,Not_Canceled,2018,4,0.073,20.25
1440,INN01441,2,0,1,2,Meal Plan 1,0,Room_Type 1,191,Online,0,0,0,132.0,0,2018-06-03,Canceled,2018,3,0.016,44.0
1441,INN01442,2,0,0,2,Not Selected,0,Room_Type 1,53,Online,0,0,0,81.0,1,2017-12-29,Not_Canceled,2017,2,0.037,40.5
1442,INN01443,2,0,1,2,Not Selected,0,Room_Type 1,109,Online,0,0,0,89.4,0,2018-10-24,Canceled,2018,3,0.027,29.8
1443,INN01444,2,0,2,1,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,135.9,0,2018-08-21,Not_Canceled,2018,3,0.079,45.3
1444,INN01445,2,1,0,1,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,112.5,0,2018-06-28,Canceled,2018,1,0.008,112.5
1445,INN01446,3,0,1,3,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,124.1,1,2018-03-21,Canceled,2018,4,0.085,31.025
1446,INN01447,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,90.0,0,2018-07-21,Not_Canceled,2018,2,0.007,45.0
1447,INN01448,2,0,2,0,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,121.0,2,2018-05-22,Not_Canceled,2018,2,0.074,60.5
1448,INN01449,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,Online,0,0,0,52.0,0,2018-11-18,Canceled,2018,2,0.007,26.0
1449,INN01450,1,0,0,2,Meal Plan 1,0,Room_Type 1,37,Corporate,0,0,0,89.0,0,2018-05-18,Canceled,2018,2,0.053,44.5
1450,INN01451,2,0,2,4,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,138.0,0,2018-04-09,Canceled,2018,6,0.75,23.0
1451,INN01452,2,0,1,0,Not Selected,0,Room_Type 4,0,Online,0,0,0,129.0,0,2017-08-17,Not_Canceled,2017,1,1.0,129.0
1452,INN01453,2,0,1,0,Meal Plan 1,1,Room_Type 4,168,Online,0,0,0,132.3,3,2018-05-29,Not_Canceled,2018,1,0.006,132.3
1453,INN01454,2,0,0,1,Not Selected,1,Room_Type 1,11,Online,0,0,0,90.0,0,2018-02-05,Not_Canceled,2018,1,0.083,90.0
1455,INN01456,2,2,1,3,Meal Plan 1,0,Room_Type 6,77,Online,0,0,0,187.85,1,2018-05-02,Not_Canceled,2018,4,0.051,46.962
1456,INN01457,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,Online,0,0,0,108.0,0,2017-09-04,Canceled,2017,1,0.005,108.0
1457,INN01458,2,0,2,0,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,54.0,0,2018-02-28,Not_Canceled,2018,2,0.286,27.0
1458,INN01459,2,0,2,1,Not Selected,0,Room_Type 1,54,Online,0,0,0,73.5,1,2018-02-27,Canceled,2018,3,0.055,24.5
1459,INN01460,2,0,2,2,Meal Plan 1,0,Room_Type 1,172,Offline,0,0,0,80.75,0,2018-09-16,Not_Canceled,2018,4,0.023,20.188
1460,INN01461,2,0,0,2,Not Selected,0,Room_Type 1,8,Online,0,0,0,81.0,0,2018-02-12,Not_Canceled,2018,2,0.222,40.5
1461,INN01462,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,Online,0,0,0,108.0,0,2017-10-16,Canceled,2017,1,0.01,108.0
1462,INN01463,2,0,2,1,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,90.3,1,2018-04-17,Not_Canceled,2018,3,0.031,30.1
1463,INN01464,2,0,1,2,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,82.7,1,2018-02-22,Not_Canceled,2018,3,0.081,27.567
1464,INN01465,2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,89.0,0,2018-03-10,Canceled,2018,1,0.333,89.0
1465,INN01466,2,0,0,4,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,92.28,1,2018-05-11,Not_Canceled,2018,4,0.057,23.07
1466,INN01467,2,0,2,1,Meal Plan 1,0,Room_Type 1,140,Online,0,0,0,105.3,1,2018-05-29,Not_Canceled,2018,3,0.021,35.1
1467,INN01468,2,0,1,2,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,112.42,0,2018-05-30,Canceled,2018,3,0.231,37.473
1468,INN01469,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,114.0,1,2017-09-15,Not_Canceled,2017,3,0.2,38.0
1469,INN01470,2,1,1,2,Meal Plan 2,0,Room_Type 1,34,Online,0,0,0,194.85,1,2018-08-08,Canceled,2018,3,0.086,64.95
1470,INN01471,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,Online,0,0,0,80.0,0,2018-10-04,Canceled,2018,6,0.017,13.333
1471,INN01472,2,0,1,0,Not Selected,0,Room_Type 1,68,Online,0,0,0,116.1,1,2018-06-19,Not_Canceled,2018,1,0.014,116.1
1472,INN01473,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,65.0,0,2017-10-18,Not_Canceled,2017,2,0.5,32.5
1473,INN01474,2,1,0,3,Meal Plan 1,0,Room_Type 1,172,Online,0,0,0,125.1,0,2018-10-04,Canceled,2018,3,0.017,41.7
1474,INN01475,2,0,0,3,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,82.44,1,2018-08-02,Not_Canceled,2018,3,0.019,27.48
1475,INN01476,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,111.75,1,2017-10-01,Not_Canceled,2017,4,0.235,27.938
1476,INN01477,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110.0,0,2018-11-01,Canceled,2018,3,0.018,36.667
1477,INN01478,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,90.0,0,2018-10-14,Not_Canceled,2018,2,0.005,45.0
1478,INN01479,2,0,2,0,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,135.9,1,2018-08-14,Not_Canceled,2018,2,0.054,67.95
1479,INN01480,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,106.0,0,2018-06-13,Not_Canceled,2018,1,0.25,106.0
1480,INN01481,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,Online,0,0,0,90.0,0,2018-10-05,Canceled,2018,5,0.018,18.0
1481,INN01482,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,Complementary,0,0,0,2.0,0,2018-02-26,Not_Canceled,2018,2,0.118,1.0
1482,INN01483,2,0,2,3,Not Selected,0,Room_Type 1,11,Online,0,0,0,79.05,0,2018-11-17,Canceled,2018,5,0.417,15.81
1483,INN01484,2,0,0,3,Meal Plan 1,1,Room_Type 1,22,Online,0,0,0,139.0,1,2018-10-25,Not_Canceled,2018,3,0.13,46.333
1484,INN01485,2,0,1,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,128.5,2,2017-09-12,Not_Canceled,2017,2,0.4,64.25
1485,INN01486,2,0,2,2,Not Selected,0,Room_Type 1,84,Online,0,0,0,58.14,0,2018-04-10,Not_Canceled,2018,4,0.047,14.535
1486,INN01487,2,2,2,4,Meal Plan 1,0,Room_Type 6,20,Online,0,0,0,196.67,4,2018-11-11,Not_Canceled,2018,6,0.286,32.778
1487,INN01488,1,0,0,2,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81.0,0,2018-02-19,Not_Canceled,2018,2,0.02,40.5
1488,INN01489,2,0,2,5,Meal Plan 1,0,Room_Type 4,97,Offline,0,0,0,82.45,0,2018-08-04,Not_Canceled,2018,7,0.071,11.779
1489,INN01490,2,0,2,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,95.0,0,2018-11-13,Canceled,2018,2,1.0,47.5
1491,INN01492,2,0,1,5,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,164.33,0,2018-06-27,Canceled,2018,6,0.261,27.388
1492,INN01493,2,0,2,2,Meal Plan 2,0,Room_Type 4,37,Online,0,0,0,156.6,2,2018-06-26,Not_Canceled,2018,4,0.105,39.15
1493,INN01494,2,0,0,3,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,111.35,0,2018-06-14,Canceled,2018,3,0.111,37.117
1494,INN01495,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,65.0,0,2017-10-10,Not_Canceled,2017,3,0.014,21.667
1495,INN01496,2,0,1,0,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,98.82,0,2018-09-04,Canceled,2018,1,0.019,98.82
1496,INN01497,1,0,0,1,Meal Plan 1,0,Room_Type 4,20,Aviation,0,0,0,110.0,0,2018-05-26,Canceled,2018,1,0.048,110.0
1497,INN01498,1,0,1,2,Meal Plan 1,0,Room_Type 4,109,Online,0,0,0,88.01,1,2018-05-02,Not_Canceled,2018,3,0.027,29.337
1498,INN01499,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,Offline,0,0,0,68.0,0,2018-12-08,Not_Canceled,2018,3,0.019,22.667
1499,INN01500,2,0,0,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,79.35,1,2017-10-01,Not_Canceled,2017,2,0.059,39.675
1500,INN01501,2,0,2,3,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,70.03,1,2018-04-24,Not_Canceled,2018,5,0.055,14.006
1501,INN01502,2,0,1,2,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,118.8,0,2018-04-22,Canceled,2018,3,0.048,39.6
1502,INN01503,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,159.0,1,2018-09-12,Not_Canceled,2018,1,1.0,159.0
1503,INN01504,2,0,1,1,Not Selected,0,Room_Type 1,52,Online,0,0,0,85.5,0,2018-04-18,Not_Canceled,2018,2,0.038,42.75
1504,INN01505,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,60.0,0,2018-02-28,Canceled,2018,3,1.5,20.0
1505,INN01506,2,0,0,2,Not Selected,0,Room_Type 1,29,Online,0,0,0,103.55,0,2018-06-08,Not_Canceled,2018,2,0.067,51.775
1506,INN01507,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,91.0,1,2018-06-14,Not_Canceled,2018,1,0.333,91.0
1507,INN01508,2,0,0,2,Not Selected,0,Room_Type 1,23,Online,0,0,0,119.0,1,2018-10-20,Canceled,2018,2,0.083,59.5
1508,INN01509,3,0,2,5,Meal Plan 1,0,Room_Type 6,87,Online,0,0,0,181.16,2,2018-07-09,Not_Canceled,2018,7,0.08,25.88
1509,INN01510,2,0,2,1,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,117.9,0,2018-07-03,Canceled,2018,3,0.075,39.3
1510,INN01511,2,1,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,142.0,2,2018-05-03,Not_Canceled,2018,1,0.5,142.0
1511,INN01512,2,0,1,3,Not Selected,0,Room_Type 1,20,Online,0,0,0,74.8,1,2018-12-22,Not_Canceled,2018,4,0.19,18.7
1512,INN01513,2,0,1,3,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,116.75,0,2017-09-10,Canceled,2017,4,0.25,29.188
1513,INN01514,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,Online,0,0,0,120.0,0,2018-09-15,Canceled,2018,2,0.006,60.0
1514,INN01515,2,0,0,1,Not Selected,0,Room_Type 1,3,Online,0,0,0,89.0,0,2018-04-08,Canceled,2018,1,0.25,89.0
1515,INN01516,2,0,1,2,Not Selected,0,Room_Type 1,54,Online,0,0,0,79.2,2,2018-11-11,Not_Canceled,2018,3,0.055,26.4
1516,INN01517,2,0,1,3,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,101.34,1,2018-04-25,Not_Canceled,2018,4,0.089,25.335
1517,INN01518,2,0,0,2,Not Selected,1,Room_Type 1,90,Offline,0,0,0,91.8,0,2018-08-10,Not_Canceled,2018,2,0.022,45.9
1518,INN01519,1,0,1,3,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,141.0,0,2018-05-09,Canceled,2018,4,0.4,35.25
1519,INN01520,2,1,0,2,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,76.08,0,2017-07-07,Not_Canceled,2017,2,0.029,38.04
1520,INN01521,2,0,2,2,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,43.5,0,2017-11-14,Not_Canceled,2017,4,0.364,10.875
1521,INN01522,2,0,0,3,Meal Plan 1,0,Room_Type 2,2,Online,0,0,0,77.25,0,2018-01-07,Not_Canceled,2018,3,1.0,25.75
1522,INN01523,2,0,1,4,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,104.17,0,2018-08-17,Not_Canceled,2018,5,0.333,20.834
1523,INN01524,2,0,0,3,Meal Plan 1,0,Room_Type 1,79,Complementary,0,0,0,37.33,1,2017-07-07,Not_Canceled,2017,3,0.038,12.443
1524,INN01525,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Online,0,0,0,89.0,0,2018-11-04,Canceled,2018,3,0.01,29.667
1525,INN01526,2,0,0,1,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,118.58,1,2018-09-08,Not_Canceled,2018,1,0.056,118.58
1526,INN01527,1,0,1,3,Meal Plan 1,0,Room_Type 1,169,Offline,0,0,0,76.5,0,2018-09-01,Not_Canceled,2018,4,0.024,19.125
1527,INN01528,2,0,1,3,Meal Plan 1,0,Room_Type 1,194,Online,0,0,0,101.4,0,2018-09-12,Canceled,2018,4,0.021,25.35
1528,INN01529,2,0,0,3,Meal Plan 1,0,Room_Type 4,74,Online,0,0,0,114.3,0,2018-03-24,Canceled,2018,3,0.04,38.1
1529,INN01530,2,0,0,3,Meal Plan 1,0,Room_Type 1,249,Online,0,0,0,126.9,1,2018-09-07,Canceled,2018,3,0.012,42.3
1530,INN01531,2,1,0,1,Meal Plan 1,0,Room_Type 1,221,Online,0,0,0,112.5,0,2018-08-31,Canceled,2018,1,0.005,112.5
1531,INN01532,2,0,1,3,Meal Plan 1,0,Room_Type 5,34,Offline,0,0,0,113.04,0,2018-04-11,Not_Canceled,2018,4,0.114,28.26
1532,INN01533,2,0,0,4,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,132.3,2,2018-10-19,Not_Canceled,2018,4,0.048,33.075
1533,INN01534,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,81.0,0,2018-02-19,Not_Canceled,2018,1,0.2,81.0
1534,INN01535,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,Offline,0,0,0,101.0,0,2018-01-02,Not_Canceled,2018,3,0.02,33.667
1535,INN01536,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,2,68.0,0,2018-02-14,Not_Canceled,2018,3,0.6,22.667
1536,INN01537,2,0,0,3,Meal Plan 2,0,Room_Type 1,85,Offline,0,0,0,125.0,0,2017-09-30,Not_Canceled,2017,3,0.035,41.667
1537,INN01538,2,0,1,3,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,92.28,1,2018-05-16,Not_Canceled,2018,4,0.062,23.07
1538,INN01539,1,0,0,1,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,90.9,0,2018-06-23,Canceled,2018,1,0.012,90.9
1539,INN01540,2,0,1,5,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,116.73,2,2018-12-27,Not_Canceled,2018,6,0.75,19.455
1540,INN01541,2,0,1,3,Not Selected,0,Room_Type 1,161,Online,0,0,0,97.75,1,2018-07-07,Canceled,2018,4,0.025,24.438
1541,INN01542,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,Online,0,0,0,76.5,2,2017-07-25,Not_Canceled,2017,3,0.015,25.5
1542,INN01543,2,0,0,3,Meal Plan 1,0,Room_Type 4,131,Online,0,0,0,114.3,1,2018-05-05,Canceled,2018,3,0.023,38.1
1543,INN01544,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,110.0,1,2018-05-24,Not_Canceled,2018,2,0.333,55.0
